534	40
535	49
536	45
537	55
538	47
539	44
540	39
541	46
542	46
543	39
544	44
545	41
546	32
547	50
548	39
549	55
550	50
551	54
552	41
553	53
554	37
555	45
556	34
557	48
558	46
559	42
560	50
561	45
562	44
563	33
564	42
565	41
566	45
567	47
568	45
569	41
570	44
571	45
572	41
573	48
574	39
575	48
576	42
577	49
578	39
579	39
580	31
581	47
582	44
583	39
584	31
585	33
586	40
587	36
588	31
589	41
590	41
591	40
592	31
593	35
594	33
595	32
596	33
597	30
598	37
599	32
600	30
601	40
602	40
603	32
604	51
605	34
606	37
607	43
608	53
609	37
610	51
611	35
612	31
613	44
614	34
615	42
616	38
617	38
618	28
619	29
620	35
621	42
622	40
623	28
624	44
625	42
626	40
627	38
628	41
629	38
630	31
631	31
632	29
633	39
634	38
635	43
636	30
637	37
638	33
639	28
640	25
641	36
642	49
643	32
644	37
645	38
646	34
647	37
648	34
649	32
650	38
651	43
652	39
653	35
654	25
655	38
656	34
657	43
658	35
659	37
660	33
661	43
662	38
663	26
664	26
665	33
666	35
667	37
668	32
669	39
670	37
671	44
672	40
673	32
674	32
675	23
676	36
677	30
678	26
679	32
680	33
681	30
682	35
683	34
684	31
685	34
686	35
687	25
688	39
689	34
690	42
691	35
692	32
693	26
694	36
695	41
696	25
697	33
698	27
699	39
700	33
701	31
702	29
703	31
704	36
705	42
706	35
707	33
708	30
709	40
710	26
711	37
712	22
713	31
714	28
715	30
716	28
717	20
718	33
719	31
720	27
721	29
722	28
723	27
724	30
725	30
726	33
727	32
728	36
729	23
730	31
731	27
732	22
733	24
734	28
735	31
736	23
737	33
738	31
739	25
740	46
741	42
742	32
743	26
744	36
745	23
746	40
747	24
748	23
749	26
750	23
751	24
752	30
753	34
754	26
755	30
756	23
757	30
758	40
759	24
760	29
761	23
762	33
763	28
764	30
765	34
766	34
767	34
768	26
769	29
770	24
771	27
772	45
773	27
774	30
775	25
776	25
777	27
778	19
779	30
780	39
781	18
782	31
783	23
784	25
785	32
786	28
787	33
788	19
789	25
790	22
791	34
792	33
793	33
794	22
795	27
796	32
797	33
798	34
799	20
800	25
801	28
802	31
803	27
804	20
805	26
806	35
807	25
808	21
809	20
810	21
811	29
812	21
813	33
814	28
815	22
816	31
817	23
818	19
819	20
820	26
821	26
822	18
823	23
824	29
825	24
826	31
827	33
828	29
829	19
830	27
831	19
832	18
833	32
834	23
835	24
836	28
837	25
838	22
839	30
840	25
841	27
842	24
843	29
844	29
845	23
846	28
847	22
848	28
849	37
850	24
851	27
852	17
853	22
854	24
855	24
856	22
857	20
858	27
859	25
860	19
861	19
862	30
863	21
864	26
865	19
866	31
867	25
868	23
869	21
870	36
871	25
872	16
873	21
874	23
875	29
876	32
877	24
878	32
879	29
880	21
881	18
882	26
883	22
884	15
885	16
886	20
887	18
888	22
889	22
890	21
891	28
892	23
893	26
894	18
895	26
896	19
897	24
898	26
899	22
900	21
901	28
902	24
903	31
904	28
905	27
906	20
907	21
908	20
909	27
910	22
911	18
912	19
913	11
914	18
915	24
916	14
917	22
918	23
919	25
920	18
921	15
922	17
923	21
924	23
925	21
926	18
927	26
928	22
929	20
930	29
931	19
932	12
933	24
934	25
935	26
936	31
937	17
938	24
939	18
940	18
941	30
942	25
943	25
944	14
945	31
946	15
947	19
948	19
949	23
950	14
951	20
952	28
953	17
954	18
955	15
956	16
957	17
958	25
959	19
960	21
961	13
962	20
963	15
964	27
965	19
966	17
967	21
968	22
969	23
970	23
971	21
972	30
973	20
974	15
975	23
976	18
977	14
978	21
979	21
980	26
981	24
982	17
983	22
984	23
985	30
986	23
987	20
988	17
989	21
990	16
991	21
992	23
993	17
994	19
995	26
996	14
997	20
998	18
999	11
1000	22
1001	23
1002	17
1003	15
1004	15
1005	18
1006	14
1007	26
1008	17
1009	20
1010	14
1011	23
1012	10
1013	17
1014	15
1015	12
1016	20
1017	23
1018	19
1019	7
1020	14
1021	22
1022	18
1023	19
1024	19
1025	22
1026	11
1027	11
1028	17
1029	17
1030	19
1031	19
1032	20
1033	15
1034	19
1035	22
1036	4
1037	17
1038	11
1039	13
1040	16
1041	15
1042	21
1043	22
1044	22
1045	14
1046	21
1047	17
1048	16
1049	25
1050	21
1051	16
1052	21
1053	16
1054	13
1055	11
1056	13
1057	15
1058	20
1059	18
1060	31
1061	16
1062	26
1063	27
1064	14
1065	20
1066	21
1067	20
1068	15
1069	14
1070	17
1071	20
1072	15
1073	20
1074	19
1075	26
1076	7
1077	20
1078	25
1079	14
1080	22
1081	14
1082	12
1083	19
1084	17
1085	22
1086	14
1087	15
1088	21
1089	20
1090	20
1091	16
1092	8
1093	17
1094	18
1095	14
1096	12
1097	16
1098	12
1099	25
1100	17
1101	20
1102	24
1103	13
1104	15
1105	17
1106	22
1107	20
1108	16
1109	11
1110	22
1111	14
1112	17
1113	19
1114	17
1115	11
1116	14
1117	9
1118	21
1119	18
1120	11
1121	13
1122	20
1123	13
1124	19
1125	19
1126	10
1127	15
1128	17
1129	16
1130	18
1131	20
1132	14
1133	27
1134	11
1135	20
1136	24
1137	12
1138	16
1139	17
1140	18
1141	22
1142	18
1143	21
1144	16
1145	16
1146	18
1147	17
1148	13
1149	13
1150	13
1151	15
1152	17
1153	12
1154	11
1155	14
1156	13
1157	14
1158	21
1159	20
1160	11
1161	15
1162	17
1163	15
1164	15
1165	27
1166	11
1167	19
1168	17
1169	13
1170	15
1171	19
1172	13
1173	13
1174	15
1175	10
1176	12
1177	19
1178	25
1179	16
1180	11
1181	13
1182	21
1183	15
1184	17
1185	19
1186	16
1187	13
1188	12
1189	15
1190	18
1191	18
1192	12
1193	9
1194	21
1195	13
1196	15
1197	21
1198	16
1199	15
1200	10
1201	17
1202	10
1203	19
1204	13
1205	14
1206	13
1207	12
1208	12
1209	14
1210	19
1211	13
1212	10
1213	11
1214	16
1215	14
1216	19
1217	14
1218	12
1219	13
1220	15
1221	13
1222	9
1223	8
1224	9
1225	9
1226	12
1227	9
1228	13
1229	12
1230	19
1231	13
1232	16
1233	16
1234	20
1235	19
1236	10
1237	12
1238	14
1239	10
1240	12
1241	14
1242	22
1243	18
1244	13
1245	14
1246	10
1247	15
1248	16
1249	13
1250	16
1251	7
1252	15
1253	8
1254	8
1255	10
1256	13
1257	18
1258	10
1259	11
1260	19
1261	14
1262	12
1263	7
1264	15
1265	10
1266	17
1267	23
1268	14
1269	14
1270	15
1271	16
1272	17
1273	12
1274	10
1275	15
1276	13
1277	9
1278	10
1279	12
1280	13
1281	10
1282	10
1283	11
1284	15
1285	10
1286	11
1287	23
1288	2
1289	16
1290	14
1291	16
1292	11
1293	12
1294	12
1295	8
1296	9
1297	21
1298	10
1299	14
1300	10
1301	15
1302	11
1303	7
1304	17
1305	7
1306	17
1307	10
1308	10
1309	16
1310	12
1311	16
1312	13
1313	9
1314	16
1315	7
1316	13
1317	12
1318	17
1319	16
1320	7
1321	6
1322	8
1323	12
1324	12
1325	14
1326	20
1327	17
1328	12
1329	16
1330	15
1331	19
1332	13
1333	7
1334	11
1335	9
1336	12
1337	6
1338	12
1339	10
1340	14
1341	9
1342	21
1343	15
1344	16
1345	11
1346	9
1347	11
1348	12
1349	9
1350	8
1351	9
1352	13
1353	17
1354	11
1355	9
1356	8
1357	11
1358	10
1359	19
1360	11
1361	11
1362	14
1363	17
1364	9
1365	3
1366	12
1367	13
1368	8
1369	14
1370	14
1371	7
1372	9
1373	14
1374	9
1375	5
1376	18
1377	11
1378	9
1379	6
1380	11
1381	13
1382	12
1383	14
1384	9
1385	12
1386	11
1387	11
1388	9
1389	9
1390	15
1391	10
1392	8
1393	10
1394	6
1395	13
1396	9
1397	7
1398	11
1399	9
1400	10
1401	7
1402	15
1403	11
1404	17
1405	11
1406	12
1407	17
1408	11
1409	9
1410	16
1411	9
1412	10
1413	11
1414	20
1415	12
1416	7
1417	14
1418	6
1419	10
1420	12
1421	7
1422	12
1423	10
1424	12
1425	6
1426	6
1427	14
1428	7
1429	16
1430	7
1431	10
1432	10
1433	10
1434	9
1435	17
1436	14
1437	7
1438	13
1439	13
1440	14
1441	9
1442	12
1443	9
1444	8
1445	11
1446	7
1447	11
1448	9
1449	5
1450	11
1451	8
1452	11
1453	7
1454	5
1455	13
1456	9
1457	8
1458	13
1459	10
1460	6
1461	5
1462	12
1463	5
1464	11
1465	14
1466	11
1467	13
1468	7
1469	7
1470	18
1471	7
1472	20
1473	14
1474	10
1475	6
1476	5
1477	4
1478	21
1479	12
1480	11
1481	10
1482	10
1483	12
1484	6
1485	10
1486	15
1487	8
1488	7
1489	10
1490	13
1491	10
1492	11
1493	15
1494	4
1495	5
1496	9
1497	17
1498	11
1499	8
1500	19
1501	11
1502	11
1503	8
1504	7
1505	9
1506	14
1507	12
1508	10
1509	13
1510	10
1511	9
1512	13
1513	9
1514	7
1515	3
1516	9
1517	12
1518	12
1519	7
1520	9
1521	14
1522	9
1523	9
1524	5
1525	8
1526	2
1527	10
1528	12
1529	14
1530	6
1531	13
1532	14
1533	7
1534	7
1535	9
1536	8
1537	7
1538	7
1539	13
1540	14
1541	10
1542	7
1543	3
1544	5
1545	5
1546	11
1547	8
1548	8
1549	10
1550	8
1551	12
1552	8
1553	6
1554	9
1555	9
1556	13
1557	9
1558	9
1559	5
1560	9
1561	12
1562	8
1563	11
1564	6
1565	9
1566	10
1567	14
1568	7
1569	7
1570	6
1571	11
1572	14
1573	11
1574	11
1575	6
1576	11
1577	12
1578	8
1579	7
1580	7
1581	10
1582	10
1583	4
1584	13
1585	9
1586	15
1587	12
1588	13
1589	4
1590	4
1591	12
1592	11
1593	10
1594	7
1595	11
1596	7
1597	4
1598	7
1599	3
1600	12
1601	10
1602	9
1603	9
1604	8
1605	9
1606	4
1607	6
1608	6
1609	7
1610	8
1611	6
1612	9
1613	9
1614	8
1615	4
1616	12
1617	10
1618	10
1619	7
1620	7
1621	8
1622	12
1623	7
1624	11
1625	5
1626	5
1627	5
1628	5
1629	8
1630	7
1631	9
1632	8
1633	10
1634	7
1635	9
1636	10
1637	8
1638	10
1639	7
1640	9
1641	10
1642	8
1643	6
1644	10
1645	9
1646	7
1647	13
1648	4
1649	7
1650	6
1651	5
1652	16
1653	11
1654	9
1655	14
1656	13
1657	5
1658	8
1659	8
1660	8
1661	7
1662	7
1663	10
1664	10
1665	3
1666	11
1667	7
1668	3
1669	10
1670	9
1671	8
1672	9
1673	8
1674	12
1675	10
1676	6
1677	6
1678	9
1679	6
1680	9
1681	10
1682	6
1683	9
1684	8
1685	6
1686	8
1687	6
1688	9
1689	9
1690	4
1691	9
1692	5
1693	6
1694	12
1695	12
1696	5
1697	8
1698	9
1699	6
1700	6
1701	8
1702	5
1703	9
1704	10
1705	7
1706	10
1707	13
1708	8
1709	7
1710	10
1711	7
1712	8
1713	7
1714	10
1715	8
1716	6
1717	5
1718	12
1719	8
1720	11
1721	8
1722	12
1723	10
1724	11
1725	11
1726	10
1727	4
1728	11
1729	16
1730	10
1731	5
1732	4
1733	9
1734	5
1735	6
1736	12
1737	8
1738	5
1739	5
1740	15
1741	4
1742	15
1743	8
1744	9
1745	7
1746	14
1747	15
1748	7
1749	8
1750	9
1751	11
1752	7
1753	9
1754	6
1755	5
1756	15
1757	13
1758	3
1759	4
1760	12
1761	6
1762	9
1763	8
1764	8
1765	11
1766	4
1767	9
1768	9
1769	7
1770	7
1771	9
1772	5
1773	11
1774	10
1775	14
1776	7
1777	9
1778	7
1779	6
1780	3
1781	11
1782	4
1783	8
1784	11
1785	10
1786	5
1787	6
1788	4
1789	6
1790	6
1791	6
1792	5
1793	7
1794	11
1795	6
1796	7
1797	9
1798	8
1799	7
1800	5
1801	7
1802	9
1803	3
1804	5
1805	8
1806	5
1807	8
1808	6
1809	8
1810	4
1811	7
1812	9
1813	12
1814	4
1815	8
1816	8
1817	5
1818	7
1819	8
1820	7
1821	8
1822	1
1823	6
1824	8
1825	9
1826	6
1827	7
1828	5
1829	3
1830	9
1831	11
1832	10
1833	6
1834	8
1835	4
1836	12
1837	5
1838	15
1839	12
1840	6
1841	7
1842	5
1843	14
1844	9
1845	6
1846	7
1847	5
1848	4
1849	6
1850	5
1851	12
1852	10
1853	8
1854	7
1855	7
1856	9
1857	8
1858	7
1859	6
1860	5
1861	11
1862	5
1863	6
1864	3
1865	10
1866	7
1867	11
1868	11
1869	11
1870	10
1871	6
1872	13
1873	10
1874	15
1875	9
1876	10
1877	10
1878	14
1879	10
1880	7
1881	13
1882	4
1883	10
1884	4
1885	3
1886	7
1887	2
1888	13
1889	3
1890	10
1891	8
1892	8
1893	11
1894	7
1895	4
1896	8
1897	9
1898	9
1899	10
1900	7
1901	6
1902	8
1903	4
1904	5
1905	4
1906	10
1907	6
1908	14
1909	3
1910	9
1911	7
1912	3
1913	8
1914	7
1915	7
1916	7
1917	14
1918	4
1919	10
1920	5
1921	10
1922	4
1923	7
1924	7
1925	10
1926	9
1927	7
1928	6
1929	8
1930	9
1931	8
1932	6
1933	7
1934	9
1935	11
1936	5
1937	10
1938	8
1939	6
1940	5
1941	6
1942	4
1943	6
1944	1
1945	11
1946	6
1947	11
1948	7
1949	7
1950	5
1951	10
1952	8
1953	4
1954	4
1955	5
1956	5
1957	7
1958	9
1959	8
1960	4
1961	7
1962	6
1963	11
1964	7
1965	7
1966	11
1967	10
1968	11
1969	4
1970	6
1971	5
1972	7
1973	4
1974	4
1975	8
1976	11
1977	8
1978	9
1979	4
1980	6
1981	10
1982	8
1983	4
1984	8
1985	10
1986	11
1987	5
1988	7
1989	10
1990	11
1991	3
1992	6
1993	11
1994	6
1995	9
1996	5
1997	4
1998	8
1999	9
2000	11
2001	9
2002	5
2003	8
2004	8
2005	9
2006	10
2007	6
2008	4
2009	7
2010	7
2011	11
2012	6
2013	5
2014	3
2015	6
2016	5
2017	5
2018	6
2019	6
2020	9
2021	4
2022	2
2023	5
2024	6
2025	7
2026	7
2027	8
2028	9
2029	4
2030	7
2031	7
2032	5
2033	6
2034	4
2035	5
2036	12
2037	6
2038	6
2039	7
2040	3
2041	8
2042	8
2043	6
2044	8
2045	4
2046	8
2047	1
